mode,availability,source_pu,device_id,bus,positive_sequence_policy,unbalance_policy,current_target,termination_status,publishable,p_available_W,p_rated_W,q_scale_var,p_poc_W,q_poc_var,p_converter_W,q_converter_var,converter_loss_W,voltage_min_V,voltage_max_V,zero_sequence_voltage_V,positive_sequence_voltage_V,negative_sequence_voltage_V,voltage_unbalance_factor,regularized_voltage_unbalance,requested_p_W,requested_q_var,command_curtailment_W,poc_active_power_shortfall_W,power_scale,current_scale,apparent_power_rating_VA,converter_current_rating_A,grid_current_rating_A,maximum_converter_current_A,maximum_grid_current_A,maximum_converter_total_current_A,maximum_grid_total_current_A,converter_current_utilization,grid_current_utilization,positive_sequence_current_A,negative_sequence_current_A,negative_sequence_current_angle_rad,peak_phase_to_positive_current_ratio,ripple_power_VA,dc_ripple_voltage_V,dc_capacitance_F,dc_nominal_voltage_V,dc_stored_energy_J,capacitor_current_A,capacitor_thermal_current_A,capacitor_current_utilization,dc_ripple_utilization,exact_smooth_current_residual_A
mean_vv_vw,0.0,1.0,pv_ld2804_load_c,b2443,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.903127820947816e-13,-707.9758811335223,0.140853471237881,-707.5533207198098,0.0,241.33538997457333,244.89570115121597,0.21853345288247564,243.5336962308235,2.3473938256855384,0.009638887193091574,0.0,0.0,-708.0063619982727,0.0,-3.903127820947816e-13,0.9999999999999993,0.9999738085358515,6000.0,10.0,NaN,0.9690320642699293,0.9690320642699293,0.9690320642699293,0.9690320642699293,0.09690320642699293,NaN,0.969032064269929,2.4004167093260578e-17,0.0,1.0,6.824099653675627,0.007240594613561155,0.002,750.0,562.5,0.006433822854142443,0.006433822854142443,NaN,NaN,2.5381033355352822e-5
mean_vv_vw,0.0,1.0,pv_ld626_load_c,b2055,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,8.890457814381136e-13,-690.320019917117,0.1340128068440683,-689.9179814965875,0.0,241.2905525695055,244.8381749972717,0.25185289189540677,243.44546660959264,2.3221020094959934,0.009538489427777639,0.0,0.0,-690.349749071957,0.0,-8.890457814381136e-13,0.9999999999999993,0.9999738085375385,6000.0,10.0,NaN,0.9452082904247384,0.9452082904247384,0.9452082904247384,0.9452082904247384,0.09452082904247384,NaN,0.9452082904247375,1.0884242177576965e-15,0.0,1.0,6.584610211763402,0.006986488423570095,0.002,750.0,562.5,0.006208030042944101,0.006208030042944101,NaN,NaN,2.475703588952603e-5
mean_vv_vw,0.0,1.0,pv_ld868_load_a,b2190,AverageVoltageVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.119968255444917e-13,-703.0826319720919,0.13894105683608537,-702.6658088015848,0.0,241.32299016127678,244.8798380107669,0.2279702220607767,243.50924023502495,2.34068096916257,0.009612288087726949,0.0,0.0,-703.11290454618,0.0,-4.119968255444917e-13,0.9999999999999993,0.9999738085363199,6000.0,10.0,NaN,0.9624311467517017,0.9624311467517017,0.9624311467517017,0.9624311467517017,0.09624311467517017,NaN,0.9624311467517014,2.58532791710406e-16,0.0,1.0,6.758232807993142,0.007170707719719554,0.002,750.0,562.5,0.006371722996492497,0.006371722996492497,NaN,NaN,2.5208140661881597e-5
worst_vv_vw,0.0,1.0,pv_ld1291_load_b,b828,WorstPhaseVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,2.6020852139652106e-13,-995.1365465583099,0.27800432636632383,-994.3025335792116,0.0,241.39629750314833,244.97346110644222,0.17067750356689906,243.6583357835168,2.3888723405487715,0.009804188856773666,0.0,0.0,-995.1793735710957,0.0,-2.6020852139652106e-13,0.9999999999999992,0.9999738085067347,6000.0,10.0,NaN,1.3613824502225105,1.3613824502225105,1.3613824502225105,1.3613824502225105,0.13613824502225105,NaN,1.36138245022251,8.587991898207069e-17,0.0,1.0000000000000002,9.756506640735173,0.010351975061212732,0.002,750.0,562.5,0.00919852267514059,0.00919852267514059,NaN,NaN,0.001735575211809977
worst_vv_vw,0.0,1.0,pv_ld1446_load_c,b260,WorstPhaseVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.686287386450715e-13,-988.2840471981181,0.2743063842740485,-987.4611280452968,0.0,241.36666968146434,244.9391809886678,0.18752130143278364,243.6061241584939,2.3737126619856856,0.009744059884312725,0.0,0.0,-988.3265864414423,0.0,-3.686287386450715e-13,0.9999999999999993,0.9999738085074389,6000.0,10.0,NaN,1.3522977588132188,1.3522977588132188,1.3522977588132188,1.3522977588132188,0.13522977588132187,NaN,1.3522977588132183,8.852299427064114e-17,0.0,1.0000000000000002,9.629898938609449,0.01021764011703383,0.002,750.0,562.5,0.009079155788842408,0.009079155788842408,NaN,NaN,0.0016730566886545009
worst_vv_vw,0.0,1.0,pv_ld1668_load_a,b605,WorstPhaseVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.903127820947816e-13,-994.6711347188884,0.27776424787386444,-993.837841975268,0.0,241.3877822271061,244.97113297680613,0.17065132946523404,243.6496080664816,2.382356840596622,0.009777798780396882,0.0,0.0,-994.7139429042346,0.0,-3.903127820947816e-13,0.9999999999999993,0.9999738085067804,6000.0,10.0,NaN,1.3607944931141787,1.3607944931141787,1.3607944931141787,1.3607944931141787,0.13607944931141785,NaN,1.3607944931141784,1.156193793354524e-16,0.0,1.0000000000000002,9.72569420795041,0.010319282054636843,0.002,750.0,562.5,0.009169472434917966,0.009169472434917966,NaN,NaN,0.0017179254343699822
worst_vv_vw,0.0,1.0,pv_ld1895_load_b,b1804,WorstPhaseVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.77048955893622e-13,-969.2082763301458,0.26412590193325164,-968.4158986243476,0.0,241.28814695496746,244.84375197173003,0.2344018583875798,243.4646947534936,2.3342665967424403,0.009587700586755997,0.0,0.0,-969.2500134625335,0.0,-4.77048955893622e-13,0.9999999999999992,0.9999738085093942,6000.0,10.0,NaN,1.326966218943932,1.326966218943932,1.326966218943932,1.326966218943932,0.13269662189439319,NaN,1.3269662189439315,1.4402500255956347e-16,0.0,1.0,9.292478759659316,0.00985962618784153,0.002,750.0,562.5,0.008761032993316107,0.008761032993316107,NaN,NaN,0.001581763965800466
worst_vv_vw,0.0,1.0,pv_ld1970_load_c,b2492,WorstPhaseVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,6.938893903907228e-13,-965.3947861043639,0.2621067531075093,-964.6084658450433,0.0,241.2759901472498,244.824674225051,0.24446280269108314,243.4390353833121,2.329801441650583,0.009570369180859366,0.0,0.0,-965.4363624512831,0.0,-6.938893903907228e-13,0.9999999999999993,0.9999738085097853,6000.0,10.0,NaN,1.3218843951139294,1.3218843951139294,1.3218843951139294,1.3218843951139294,0.13218843951139295,NaN,1.3218843951139292,1.770459885412823e-16,0.0,1.0,9.239184508295665,0.009803079230888684,0.002,750.0,562.5,0.008710786691265992,0.008710786691265992,NaN,NaN,0.0015732176966860455
worst_vv_vw,0.0,1.0,pv_ld2050_load_a,b1821,WorstPhaseVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,6.548581121812447e-12,-973.3441759465974,0.26631749283278705,-972.5452234681187,0.0,241.30571172057859,244.86444246515993,0.224699212785315,243.495512949841,2.343485249597383,0.009624346753692052,0.0,0.0,-973.3860870282409,0.0,-6.548581121812447e-12,0.9999999999999992,0.9999738085089711,6000.0,10.0,NaN,1.3324601127894409,1.3324601127894409,1.3324601127894409,1.3324601127894409,0.1332460112789441,NaN,1.3324601127894318,9.198401841444458e-15,0.0,1.0,9.367801859999418,0.009939546479495718,0.002,750.0,562.5,0.008832048293356713,0.008832048293356713,NaN,NaN,0.0015956002727807205
worst_vv_vw,0.0,1.0,pv_ld2186_load_b,b1754,WorstPhaseVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,-8.890457814381136e-13,-964.5650758843058,0.26167399219565946,-963.7800539077161,0.0,241.27056921544795,244.82052348980227,0.24712505100122656,243.43085699878105,2.32686190122738,0.009558615246706507,0.0,0.0,-964.6066175891508,0.0,8.890457814381136e-13,0.9999999999999993,0.9999738085098688,6000.0,10.0,NaN,1.3207926715841372,1.3207926715841372,1.3207926715841372,1.3207926715841372,0.13207926715841373,NaN,1.3207926715841338,4.322083435891868e-15,0.0,1.0,9.219906440785554,0.009782624565972205,0.002,750.0,562.5,0.00869261115491336,0.00869261115491336,NaN,NaN,0.0015690420563626135
worst_vv_vw,0.0,1.0,pv_ld248_load_b,b2560,WorstPhaseVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.686287386450715e-13,-990.9541057672474,0.27575025335474773,-990.1268550071843,0.0,241.37508132016268,244.9525382298349,0.18046072590824794,243.62393641349337,2.376968161056057,0.00975671026438766,0.0,0.0,-990.9967574970109,0.0,-3.686287386450715e-13,0.9999999999999992,0.9999738085071632,6000.0,10.0,NaN,1.3558521388272506,1.3558521388272506,1.3558521388272506,1.3558521388272506,0.13558521388272507,NaN,1.3558521388272506,2.749498953714331e-16,0.0,1.0,9.668452095276516,0.01025854628673635,0.002,750.0,562.5,0.009115504053529757,0.009115504053529757,NaN,NaN,0.0016894664167982044
worst_vv_vw,0.0,1.0,pv_ld24_load_a,b1044,WorstPhaseVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,6.288372600415926e-13,-977.1382247111937,0.2683356295226031,-976.3332178226278,0.0,241.32083389051223,244.88342275252313,0.21452721508941894,243.5236848494852,2.3504008308769695,0.009651631348834438,0.0,0.0,-977.1802953466189,0.0,-6.288372600415926e-13,0.9999999999999993,0.9999738085085824,6000.0,10.0,NaN,1.3374992324533501,1.3374992324533501,1.3374992324533501,1.3374992324533501,0.13374992324533502,NaN,1.33749923245335,2.4004167093260576e-16,0.0,1.0,9.430977921767186,0.010006578362931926,0.002,750.0,562.5,0.008891611255602982,0.008891611255602982,NaN,NaN,0.001611073615321005
worst_vv_vw,0.0,1.0,pv_ld2804_load_c,b2443,WorstPhaseVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.686287386450715e-13,-975.8743926617536,0.2676605781150353,-975.0714109274097,0.0,241.31682372892436,244.8771002316091,0.2178632732263996,243.51520919763993,2.3488947235860396,0.009645782418787845,0.0,0.0,-975.9164100300844,0.0,-3.686287386450715e-13,0.9999999999999993,0.9999738085087124,6000.0,10.0,NaN,1.3358158009612207,1.3358158009612207,1.3358158009612207,1.3358158009612207,0.13358158009612206,NaN,1.3358158009612204,1.2881987847310604e-16,0.0,1.0000000000000002,9.41307205968209,0.00998757965319082,0.002,750.0,562.5,0.008874729446931828,0.008874729446931828,NaN,NaN,0.00160680095357226
worst_vv_vw,0.0,1.0,pv_ld626_load_c,b2055,WorstPhaseVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,1.4311468676808659e-12,-963.0682444998115,0.2608857623586161,-962.2855872127401,0.0,241.2647936018554,244.81303529193926,0.2509854913105323,243.41999466638362,2.324246977456013,0.009548299352489438,0.0,0.0,-963.1097231907618,0.0,-1.4311468676808659e-12,0.9999999999999993,0.999973808510022,6000.0,10.0,NaN,1.3188018864538147,1.3188018864538147,1.3188018864538147,1.3188018864538147,0.13188018864538148,NaN,1.318801886453813,1.808073155238937e-15,0.0,1.0,9.195663895362058,0.009756902426390277,0.002,750.0,562.5,0.008669755063897062,0.008669755063897062,NaN,NaN,0.0015655599555076938
worst_vv_vw,0.0,1.0,pv_ld868_load_a,b2190,WorstPhaseVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,-3.0140820395097023e-12,-972.3762798475351,0.2658022968143447,-971.578872957083,0.0,241.3026338724367,244.8596003954378,0.2272555811725116,243.48901131110108,2.3423394398022195,0.009619897946069766,0.0,0.0,-972.4181501280295,0.0,3.0140820395097023e-12,0.9999999999999993,0.9999738085090705,6000.0,10.0,NaN,1.331170654768145,1.331170654768145,1.331170654768145,1.331170654768145,0.1331170654768145,NaN,1.3311706547681377,7.319090588186404e-15,0.0,1.0,9.354160577317229,0.00992507262903584,0.002,750.0,562.5,0.008819187168705186,0.008819187168705186,NaN,NaN,0.0015928344528139623
sequence_vv_vw,0.0,1.0,pv_ld1291_load_b,b828,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,1.951563910473908e-13,-732.9564812932206,0.15080614512482782,-732.5040628578465,0.0,241.40260957819424,244.98097930851023,0.17103227169813395,243.66494012176557,2.3884150153599895,0.009802046261421268,0.0,0.0,-732.9880243531135,0.0,-1.951563910473908e-13,0.9999999999999993,0.9999738085334542,6000.0,10.0,NaN,1.002683549695938,1.002683549695938,1.002683549695938,1.002683549695938,0.10026835496959381,NaN,1.002683549695938,1.0734989872758837e-16,0.0,1.0000000000000002,7.184473337244681,0.0076229629675627795,0.002,750.0,562.5,0.006773586421359546,0.006773586421359546,NaN,NaN,2.626244051559813e-5
sequence_vv_vw,0.0,1.0,pv_ld1446_load_c,b260,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,2.1684043449710089e-13,-723.4580789698516,0.14698016114482632,-723.0171384864177,0.0,241.37783665409043,244.95109770424858,0.18799101708534444,243.61744609006684,2.372849442252812,0.009740063695502149,0.0,0.0,-723.4892180133592,0.0,-2.1684043449710089e-13,0.9999999999999993,0.9999738085343683,6000.0,10.0,NaN,0.9898826905064713,0.9898826905064713,0.9898826905064713,0.9898826905064713,0.09898826905064713,NaN,0.989882690506471,5.367494936379418e-17,0.0,1.0,7.046527770192028,0.007476598175069183,0.002,750.0,562.5,0.006643530093496169,0.006643530093496169,NaN,NaN,2.5927157541725573e-5
sequence_vv_vw,0.0,1.0,pv_ld1668_load_a,b605,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,-3.7947076036992655e-12,-731.9400660665966,0.15039445299337878,-731.4888827076051,0.0,241.39784643238164,244.9819919282896,0.17112462104887122,243.6598578294946,2.381580969933718,0.00977420323211496,0.0,0.0,-731.9715658989021,0.0,3.7947076036992655e-12,0.9999999999999993,0.9999738085335522,6000.0,10.0,NaN,1.0013139800521806,1.0013139800521806,1.0013139800521806,1.0013139800521806,0.10013139800521806,NaN,1.001313980052177,6.42394746165955e-15,0.0,1.0,7.154130959460426,0.00759076870483264,0.002,750.0,562.5,0.006744979353241481,0.006744979353241481,NaN,NaN,2.622656844076272e-5
sequence_vv_vw,0.0,1.0,pv_ld1895_load_b,b1804,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,-2.6497901095545728e-11,-697.5749589460535,0.1367965989311059,-697.1645691491807,0.0,241.31170792494817,244.86686363548293,0.23523303130161735,243.48802498213226,2.3323217607844553,0.009578794525749702,0.0,0.0,-697.6049964265161,0.0,2.6497901095545728e-11,0.9999999999999993,0.9999738085368477,6000.0,10.0,NaN,0.9549750396653713,0.9549750396653713,0.9549750396653713,0.9549750396653713,0.09549750396653714,NaN,0.9549750396653569,2.7189930234409256e-14,0.0,1.0,6.681927198049215,0.007089744952998132,0.002,750.0,562.5,0.006299781377513956,0.006299781377513956,NaN,NaN,2.5012848598141054e-5
sequence_vv_vw,0.0,1.0,pv_ld1970_load_c,b2492,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,2.8189256484623115e-13,-692.5153551879104,0.13484740836921996,-692.1108129628036,0.0,241.29991814256437,244.84816274009137,0.24526989137999836,243.4627258861499,2.327823221701798,0.009561312571479028,0.0,0.0,-692.5451772299732,0.0,-2.8189256484623115e-13,0.9999999999999993,0.9999738085373312,6000.0,10.0,NaN,0.9481469941203656,0.9481469941203656,0.9481469941203656,0.9481469941203656,0.09481469941203656,NaN,0.9481469941203651,4.420939411886643e-16,0.0,1.0000000000000002,6.621355771500586,0.00702547667336248,0.002,750.0,562.5,0.00624267408890235,0.00624267408890235,NaN,NaN,2.483400705244877e-5
sequence_vv_vw,0.0,1.0,pv_ld2050_load_a,b1821,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,4.553649124439119e-13,-703.1186432748915,0.1389478671476232,-702.70179967345,0.0,241.32606946818547,244.88467864330775,0.2254226905876557,243.51574458383035,2.341827094661218,0.00961673791837736,0.0,0.0,-703.1489167660694,0.0,-4.553649124439119e-13,0.9999999999999993,0.9999738085363182,6000.0,10.0,NaN,0.9624547336443273,0.9624547336443273,0.9624547336443273,0.9624547336443273,0.09624547336443273,NaN,0.9624547336443273,4.8008334186521156e-17,0.0,1.0,6.761707717899731,0.007174394713642374,0.002,750.0,562.5,0.006374999172971054,0.006374999172971054,NaN,NaN,2.5208758472912227e-5
sequence_vv_vw,0.0,1.0,pv_ld2186_load_b,b1754,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,5.421010862427522e-13,-691.1241531054488,0.1343138347684224,-690.7212116011451,0.0,241.29575000255983,244.8451425330972,0.2479798795328138,243.45576957951957,2.3247706899795064,0.009549047426539507,0.0,0.0,-691.1539159039172,0.0,-5.421010862427522e-13,0.9999999999999993,0.9999738085374636,6000.0,10.0,NaN,0.9462692878451965,0.9462692878451965,0.9462692878451965,0.9462692878451965,0.09462692878451964,NaN,0.9462692878451965,4.2939959491035346e-17,0.0,1.0,6.599577315630948,0.007002369013998669,0.002,750.0,562.5,0.0062221411637967,0.0062221411637967,NaN,NaN,2.4784825763198158e-5
sequence_vv_vw,0.0,1.0,pv_ld248_load_b,b2560,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.686287386450715e-13,-726.971854746898,0.14838996475203658,-726.5266848526429,0.0,241.38599969871643,244.96420058369523,0.1809402283992746,243.6350157163188,2.3761231053887957,0.009752798046712141,0.0,0.0,-727.0031432637529,0.0,-3.686287386450715e-13,0.9999999999999993,0.9999738085340303,6000.0,10.0,NaN,0.9946187368422197,0.9946187368422197,0.9946187368422197,0.9946187368422197,0.09946187368422196,NaN,0.9946187368422195,2.5129967001051287e-16,0.0,1.0,7.0900096849904655,0.007522733919570943,0.002,750.0,562.5,0.00668452523591339,0.00668452523591339,NaN,NaN,2.60512051288864e-5
sequence_vv_vw,0.0,1.0,pv_ld24_load_a,b1044,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,1.0625181290357943e-12,-708.397555538579,0.1410115286924838,-707.9745209525047,0.0,241.33936641825227,244.90198710288527,0.21520733444989693,243.54214026864835,2.348903016644215,0.00964474983283455,0.0,0.0,-708.4280537296663,0.0,-1.0625181290357943e-12,0.9999999999999992,0.9999738085358131,6000.0,10.0,NaN,0.9695756071305972,0.9695756071305972,0.9695756071305972,0.9695756071305972,0.09695756071305972,NaN,0.9695756071305964,6.440993923655302e-16,0.0,1.0,6.832317205360707,0.00724931370669975,0.002,750.0,562.5,0.006441570436170779,0.006441570436170779,NaN,NaN,2.5395269943523172e-5
sequence_vv_vw,0.0,1.0,pv_ld2804_load_c,b2443,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,9.261254957371179e-11,-706.7259860514553,0.14035647225615466,-706.3049166349647,0.0,241.33547618311212,244.8957875094768,0.2185366220113643,243.53378206547532,2.3473868602744563,0.00963885519440317,0.0,0.0,-706.7564130950713,0.0,-9.261254957371179e-11,0.9999999999999993,0.9999738085359728,6000.0,10.0,NaN,0.9673209469581859,0.9673209469581859,0.9673209469581859,0.9673209469581859,0.09673209469581859,NaN,0.967320946957912,4.2584913778754554e-13,0.0,1.0,6.812029441982348,0.007227787721193492,0.002,750.0,562.5,0.006422442949424219,0.006422442949424219,NaN,NaN,2.5336215383856417e-5
sequence_vv_vw,0.0,1.0,pv_ld626_load_c,b2055,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,5.421010862427522e-13,-689.0870582636628,0.13353439273337558,-688.6864550854643,0.0,241.2906709303583,244.83829057442875,0.25185696927802875,243.44558367154403,2.3220921610383765,0.00953844438669849,0.0,0.0,-689.1167343088078,0.0,-5.421010862427522e-13,0.9999999999999993,0.9999738085376579,6000.0,10.0,NaN,0.9435196261263553,0.9435196261263553,0.9435196261263553,0.9435196261263553,0.09435196261263554,NaN,0.9435196261263553,2.4004167093260578e-17,0.0,1.0,6.57281858284162,0.006973977116703439,0.002,750.0,562.5,0.006196912788581716,0.006196912788581716,NaN,NaN,2.47128060184444e-5
sequence_vv_vw,0.0,1.0,pv_ld868_load_a,b2190,PositiveSequenceVoltVarWatt,NoUnbalanceControl,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,3.903127820947816e-13,-701.8365140068265,0.13844887894359,-701.4211673699967,0.0,241.32308417340877,244.879931502901,0.22797359343687576,243.50933366458872,2.3406733146465797,0.009612252965509067,0.0,0.0,-701.8667329177356,0.0,-3.903127820947816e-13,0.9999999999999993,0.9999738085364414,6000.0,10.0,NaN,0.9607250003450799,0.9607250003450799,0.9607250003450799,0.9607250003450799,0.09607250003450798,NaN,0.9607250003450797,1.7309651055911276e-16,0.0,1.0,6.746230113064768,0.007157972464864346,0.002,750.0,562.5,0.0063604067471906365,0.0063604067471906365,NaN,NaN,2.5163452916523767e-5
sequence_droop,0.0,1.0,pv_ld1291_load_b,b828,PositiveSequenceVoltVarWatt,NegativeSequenceAdmittanceDroop,GridCurrentTarget,LOCALLY_SOLVED,true,0.0,6000.0,6000.0,-27.0029442499738,-743.2895391579497,-23.261833436577504,-732.0662067177657,0.0,241.8961402064944,244.75997590090842,0.17325908638151938,243.67610147126945,1.9210465888464772,0.007883606875059011,0.007883530231601953,0.0,-735.2202942538968,0.0,27.0029442499738,0.9999999999999993,0.9999738080108445,6000.0,10.0,NaN,5.862666284280587,5.862666284280587,5.862666284280587,5.862666284280587,0.5862666284280587,NaN,1.0056910949191318,4.8917608463189195,2.38376767087871,5.829490102777097,3573.255771729241,3.7913421266823595,0.002,750.0,562.5,3.368897849471621,3.368897849471621,NaN,NaN,0.00015777730946616426
